site_id,timestamp,anomaly_score,score_iso,score_pca,score_z_baseline,threshold,alert
site_01,2026-01-01 00:00:00,0.27972718253968254,0.2509920634920635,0.02425595238095238,0.7347718253968254,0.9883180183531747,0
site_01,2026-01-01 00:15:00,0.715515873015873,0.7912698412698412,0.6796626984126984,0.5799107142857143,0.9883180183531747,0
site_01,2026-01-01 00:30:00,0.6654513888888889,0.9181547619047619,0.07594246031746031,0.9179563492063492,0.9883180183531747,0
site_01,2026-01-01 00:45:00,0.7927232142857142,0.846031746031746,0.6291170634920635,0.9048611111111111,0.9883180183531747,0
site_01,2026-01-01 01:00:00,0.35191964285714283,0.4,0.05758928571428571,0.6732142857142858,0.9883180183531747,0
site_01,2026-01-01 01:15:00,0.7729414682539681,0.762797619047619,0.7375496031746032,0.8513888888888889,0.9883180183531747,0
site_01,2026-01-01 01:30:00,0.3471478174603174,0.2685515873015873,0.1821924603174603,0.7910714285714285,0.9883180183531747,0
site_01,2026-01-01 01:45:00,0.11706845238095237,0.06393849206349206,0.21021825396825397,0.11016865079365079,0.9883180183531747,0
site_01,2026-01-01 02:00:00,0.5475744047619048,0.6010912698412698,0.5270337301587301,0.44459325396825394,0.9883180183531747,0
site_01,2026-01-01 02:15:00,0.6567212301587302,0.7182539682539683,0.4239583333333333,0.8520337301587302,0.9883180183531747,0
site_01,2026-01-01 02:30:00,0.19746031746031747,0.12564484126984127,0.4330853174603175,0.023561507936507936,0.9883180183531747,0
site_01,2026-01-01 02:45:00,0.40388888888888885,0.3537202380952381,0.5701884920634921,0.2798611111111111,0.9883180183531747,0
site_01,2026-01-01 03:00:00,0.4283382936507937,0.4064484126984127,0.42296626984126984,0.4911210317460317,0.9883180183531747,0
site_01,2026-01-01 03:15:00,0.17575892857142858,0.07271825396825397,0.18566468253968255,0.41850198412698414,0.9883180183531747,0
site_01,2026-01-01 03:30:00,0.4859325396825397,0.36567460317460315,0.7118055555555556,0.44776785714285716,0.9883180183531747,0
site_01,2026-01-01 03:45:00,0.4950446428571429,0.5165178571428571,0.25972222222222224,0.794345238095238,0.9883180183531747,0
site_01,2026-01-01 04:00:00,0.6191617063492064,0.536061507936508,0.817063492063492,0.5300595238095238,0.9883180183531747,0
site_01,2026-01-01 04:15:00,0.3039335317460317,0.1851686507936508,0.5978174603174603,0.16001984126984126,0.9883180183531747,0
site_01,2026-01-01 04:30:00,0.5775049603174603,0.4305555555555556,0.846577380952381,0.5412698412698412,0.9883180183531747,0
site_01,2026-01-01 04:45:00,0.2216815476190476,0.15099206349206348,0.40907738095238094,0.11731150793650794,0.9883180183531747,0
site_01,2026-01-01 05:00:00,0.8339037698412698,0.901686507936508,0.7576884920634921,0.7787698412698413,0.9883180183531747,0
site_01,2026-01-01 05:15:00,0.6772519841269842,0.6847222222222222,0.7418650793650794,0.561656746031746,0.9883180183531747,0
site_01,2026-01-01 05:30:00,0.3766369047619048,0.4532738095238095,0.24077380952380953,0.3888392857142857,0.9883180183531747,0
site_01,2026-01-01 05:45:00,0.538125,0.5424603174603174,0.5572420634920635,0.4986111111111111,0.9883180183531747,0
site_01,2026-01-01 06:00:00,0.733467261904762,0.7469742063492063,0.6753968253968254,0.7868055555555555,0.9883180183531747,0
site_01,2026-01-01 06:15:00,0.6924355158730159,0.6821924603174603,0.6885912698412698,0.7238095238095238,0.9883180183531747,0
site_01,2026-01-01 06:30:00,0.6963740079365079,0.816765873015873,0.39856150793650796,0.8421130952380952,0.9883180183531747,0
site_01,2026-01-01 06:45:00,0.7121428571428571,0.7601686507936508,0.5753472222222222,0.7972718253968254,0.9883180183531747,0
site_01,2026-01-01 07:00:00,0.974548611111111,0.9875496031746032,0.9482142857142857,0.981547619047619,0.9883180183531747,0
site_01,2026-01-01 07:15:00,0.4861607142857143,0.5643849206349206,0.19950396825396827,0.7205853174603175,0.9883180183531747,0
site_01,2026-01-01 07:30:00,0.582202380952381,0.583234126984127,0.49851190476190477,0.7051587301587302,0.9883180183531747,0
site_01,2026-01-01 07:45:00,0.5561160714285714,0.43799603174603174,0.6825892857142857,0.6617063492063492,0.9883180183531747,0
site_01,2026-01-01 08:00:00,0.7667311507936508,0.8637896825396826,0.4964781746031746,0.9294642857142857,0.9883180183531747,0
site_01,2026-01-01 08:15:00,0.974781746031746,0.9875992063492064,0.9535714285714286,0.9745535714285715,0.9883180183531747,0
site_01,2026-01-01 08:30:00,0.7159523809523809,0.866468253968254,0.3609126984126984,0.8722222222222222,0.9883180183531747,0
site_01,2026-01-01 08:45:00,0.48727678571428573,0.6393849206349206,0.056398809523809525,0.7533234126984127,0.9883180183531747,0
site_01,2026-01-01 09:00:00,0.42447916666666663,0.47584325396825394,0.10535714285714286,0.7747519841269841,0.9883180183531747,0
site_01,2026-01-01 09:15:00,0.9059424603174603,0.9339781746031746,0.8221726190476191,0.9615079365079365,0.9883180183531747,0
site_01,2026-01-01 09:30:00,0.9790823412698414,0.984920634920635,0.9719742063492064,0.9751488095238096,0.9883180183531747,0
site_01,2026-01-01 09:45:00,0.8500942460317461,0.9100694444444445,0.6811507936507937,0.9535714285714286,0.9883180183531747,0
site_01,2026-01-01 10:00:00,0.8660367063492063,0.9076884920634921,0.7625992063492063,0.917063492063492,0.9883180183531747,0
site_01,2026-01-01 10:15:00,0.8551835317460318,0.8871031746031746,0.7430059523809524,0.9436507936507936,0.9883180183531747,0
site_01,2026-01-01 10:30:00,0.8704464285714285,0.879265873015873,0.8096230158730159,0.9396329365079366,0.9883180183531747,0
site_01,2026-01-01 10:45:00,0.8853720238095237,0.8875,0.8395337301587301,0.9488095238095238,0.9883180183531747,0
site_01,2026-01-01 11:00:00,0.9517162698412699,0.9408234126984127,0.9512400793650794,0.9796626984126984,0.9883180183531747,0
site_01,2026-01-01 11:15:00,0.851780753968254,0.8856150793650793,0.727827380952381,0.953125,0.9883180183531747,0
site_01,2026-01-01 11:30:00,0.9734474206349206,0.9629960317460318,0.9813988095238095,0.9876488095238095,0.9883180183531747,0
